TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S):  58b
*****************************************************************************
DATA TITLE:  Passage-Averaged Rotor Blade Wakes from LDV Measurements at 
             76.2% Span
MEASUREMENT TYPE:  2-component Laser Doppler Velocimetry
MEASUREMENT LOCATION:  76.2% Span, 16.5% chord axially downstream rotor blade
                       trailing edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  Utip = 47.6 ft/sec
  rotor chord = variable with span (10.72 inches at 76.2% chord)
  rotor span  = 10.50 inches
DATA COLUMNS:
  1 -- Location of measurement in degrees (0.0 degrees is center of wake)
  2 -- Streamwise velocity / Utip
  3 -- + range of error calculated by T-statistical 95% confidence for the 7 
       wakes
*****************************************************************************
-29.50000     0.80305     0.00502     
-29.00000     0.80232     0.00482     
-28.50000     0.80375     0.00458     
-28.00000     0.80359     0.00431     
-27.50000     0.80392     0.00408     
-27.00000     0.80447     0.00489     
-26.50000     0.80518     0.00426     
-26.00000     0.80533     0.00317     
-25.50000     0.80656     0.00499     
-25.00000     0.80579     0.00517     
-24.50000     0.80638     0.00463     
-24.00000     0.80476     0.00463     
-23.50000     0.80566     0.00524     
-23.00000     0.80533     0.00502     
-22.50000     0.80204     0.00314     
-22.00000     0.80111     0.00515     
-21.50000     0.79983     0.00417     
-21.00000     0.79721     0.00437     
-20.50000     0.79615     0.00522     
-20.00000     0.79403     0.00375     
-19.50000     0.79171     0.00492     
-19.00000     0.78893     0.00434     
-18.50000     0.78773     0.00397     
-18.00000     0.78473     0.00397     
-17.50000     0.78284     0.00334     
-17.00000     0.77989     0.00378     
-16.50000     0.77776     0.00427     
-16.00000     0.77524     0.00733     
-15.50000     0.77192     0.00598     
-15.00000     0.76961     0.00532     
-14.50000     0.76626     0.00504     
-14.00000     0.76353     0.00352     
-13.50000     0.76079     0.00301     
-13.00000     0.75836     0.00462     
-12.50000     0.75473     0.00343     
-12.00000     0.75328     0.00298     
-11.50000     0.75166     0.00312     
-11.00000     0.74856     0.00331     
-10.50000     0.74581     0.00267     
-10.00000     0.74261     0.00315     
-9.50000     0.74072     0.00247     
-9.00000     0.73764     0.00266     
-8.50000     0.73692     0.00280     
-8.00000     0.73592     0.00236     
-7.50000     0.73429     0.00323     
-7.00000     0.73330     0.00303     
-6.50000     0.73284     0.00294     
-6.00000     0.73380     0.00385     
-5.50000     0.73008     0.00249     
-5.00000     0.72990     0.00241     
-4.50000     0.72905     0.00161     
-4.00000     0.73026     0.00153     
-3.50000     0.72926     0.00308     
-3.00000     0.72946     0.00225     
-2.50000     0.73095     0.00282     
-2.00000     0.72921     0.00295     
-1.50000     0.72637     0.00653     
-1.00000     0.69765     0.01185     
-0.50000     0.63261     0.01241     
0.00000     0.57495     0.00884     
0.50000     0.61640     0.01865     
1.00000     0.68343     0.02502     
1.50000     0.77497     0.01427     
2.00000     0.79452     0.00582     
2.50000     0.79619     0.00374     
3.00000     0.79561     0.00373     
3.50000     0.79398     0.00463     
4.00000     0.79180     0.00298     
4.50000     0.79132     0.00429     
5.00000     0.79235     0.00325     
5.50000     0.78873     0.00439     
6.00000     0.78846     0.00257     
6.50000     0.78776     0.00373     
7.00000     0.78686     0.00267     
7.50000     0.78630     0.00461     
8.00000     0.78454     0.00400     
8.50000     0.78316     0.00368     
9.00000     0.78336     0.00286     
9.50000     0.78476     0.00471     
10.00000     0.78302     0.00343     
10.50000     0.78307     0.00424     
11.00000     0.78305     0.00328     
11.50000     0.78273     0.00390     
12.00000     0.78221     0.00334     
12.50000     0.78391     0.00260     
13.00000     0.78165     0.00353     
13.50000     0.78423     0.00352     
14.00000     0.78406     0.00244     
14.50000     0.78537     0.00389     
15.00000     0.78633     0.00205     
15.50000     0.78736     0.00309     
16.00000     0.78882     0.00169     
16.50000     0.78976     0.00362     
17.00000     0.79062     0.00354     
17.50000     0.79007     0.00258     
18.00000     0.79216     0.00393     
18.50000     0.79241     0.00218     
19.00000     0.79448     0.00272     
19.50000     0.79573     0.00407     
20.00000     0.79810     0.00464     
20.50000     0.79867     0.00297     
21.00000     0.79697     0.00324     
21.50000     0.80091     0.00295     
22.00000     0.80208     0.00481     
22.50000     0.80410     0.00357     
23.00000     0.80317     0.00520     
23.50000     0.80433     0.00401     
24.00000     0.80384     0.00425     
24.50000     0.80358     0.00410     
25.00000     0.80608     0.00397     
25.50000     0.80529     0.00436     
26.00000     0.80631     0.00502     
26.50000     0.80607     0.00402     
27.00000     0.80504     0.00534     
27.50000     0.80601     0.00440     
28.00000     0.80498     0.00568     
28.50000     0.80560     0.00573     
29.00000     0.80156     0.00469     
29.50000     0.80094     0.00498     
