TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S):  29a
*****************************************************************************
DATA TITLE:  Passage-Averaged Inlet Guide Vanes Wakes from 5-Hole Probe 
             Measurements at 9.5% Span
MEASUREMENT TYPE:  5-Hole probe wake rake survey
MEASUREMENT LOCATION:  9.5% span, 49.7% chord axially downstream IGV trailing 
                       edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  Utip = 47.6 ft/sec 
  IGV chord = 6.90 inches
  IGV span  = 10.50 inches
DATA COLUMNS:
  1 -- Location of measurement in degrees (0.0 degrees is center of wake)
  2 -- Streamwise velocity / Utip
  3 -- + range of error calculated by t-statistical 95% confidence of the mean 
*****************************************************************************
-13.04348   0.75358   0.00185   
-12.67081   0.75380   0.00201   
-12.29814   0.75405   0.00185   
-11.92547   0.75296   0.00169   
-11.55279   0.75338   0.00155   
-11.18012   0.75310   0.00175   
-10.80745   0.75274   0.00179   
-10.43478   0.75277   0.00208   
-10.06211   0.75157   0.00167   
-9.68944   0.75197   0.00172   
-9.31677   0.75145   0.00191   
-8.94410   0.75100   0.00181   
-8.57143   0.75129   0.00183   
-8.19876   0.75085   0.00193   
-7.82609   0.75054   0.00193   
-7.45342   0.74980   0.00172   
-7.08074   0.74967   0.00172   
-6.70807   0.74887   0.00161   
-6.33540   0.74834   0.00187   
-5.96273   0.74850   0.00147   
-5.59006   0.74813   0.00198   
-5.21739   0.74765   0.00195   
-4.84472   0.74705   0.00179   
-4.47205   0.74726   0.00195   
-4.09938   0.74645   0.00186   
-3.72671   0.74642   0.00167   
-3.35404   0.74552   0.00127   
-2.98137   0.74546   0.00172   
-2.60870   0.74505   0.00150   
-2.23602   0.74281   0.00253   
-1.86335   0.73510   0.00401   
-1.49068   0.71940   0.00651   
-1.11801   0.69599   0.00717   
-0.74534   0.66971   0.00677   
-0.37267   0.64914   0.00607   
0.00000   0.64234   0.00514   
0.37267   0.65045   0.00503   
0.74534   0.66707   0.00774   
1.11801   0.68632   0.01018   
1.49068   0.70550   0.01118   
1.86335   0.72431   0.01035   
2.23602   0.73967   0.00749   
2.60870   0.74950   0.00403   
2.98137   0.75334   0.00226   
3.35404   0.75377   0.00162   
3.72671   0.75356   0.00182   
4.09938   0.75343   0.00176   
4.47205   0.75365   0.00176   
4.84472   0.75429   0.00164   
5.21739   0.75372   0.00155   
5.59006   0.75363   0.00163   
5.96273   0.75428   0.00164   
6.33540   0.75470   0.00186   
6.70807   0.75483   0.00167   
7.08074   0.75493   0.00173   
7.45342   0.75524   0.00167   
7.82609   0.75522   0.00138   
8.19876   0.75503   0.00146   
8.57143   0.75578   0.00157   
8.94410   0.75537   0.00190   
9.31677   0.75541   0.00139   
9.68944   0.75581   0.00142   
10.06211   0.75577   0.00165   
10.43478   0.75557   0.00210   
10.80745   0.75518   0.00187   
11.18012   0.75512   0.00178   
11.55279   0.75552   0.00161   
11.92547   0.75518   0.00152   
12.29814   0.75510   0.00191   
12.67081   0.75543   0.00164   
13.04348   0.75463   0.00170   
