TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S):  56a, 57a, 74a, 75a   
*****************************************************************************
DATA TITLE:   2-Component LDV Measurements 4.8% Rotor Tip Chord Axially 
              Downstream of the Rotor Tip Trailing Edge (91.4-91.9% Span)
MEASUREMENT TYPE:  2-component Laser Doppler Velocimetry
MEASUREMENT LOCATION:  91.4-91.9% span, 4.8% rotor tip chord axially 
                       downstream rotor blade trailing edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  rotor tip speed, Utip = 47.6 ft/sec
  volumetric flow coefficient = 1.36
  rotor chord = variable with span (10.49 inches @ tip, 11.22 inches @ hub)
  rotor span  = 10.50 inches
DATA COLUMNS:
  1 -- Location of measurement volume in degrees 
  2 -- mean axial velocity component in measurement volume, Vz, [ft/sec]
  3 -- sample variance of axial velocity component, [ft/sec]^2
  4 -- percent span location of axial component measurement
  5 -- mean axial tangential component in measurement volume, Vt, [ft/sec]
  6 -- sample variance of tangential velocity component, [ft/sec]^2
  7 -- percent span location of tangential component measurement
*****************************************************************************
0.50000    20.84350    40.55500    91.42857    -9.68880    15.04940    91.87469    
1.50000    32.94010    12.60080    91.42857    -2.15050    5.44590    91.87469    
2.50000    33.35460    15.54330    91.42857    -0.70840    0.57300    91.87469    
3.50000    34.29870    5.74480    91.42857    -0.44540    0.57290    91.87469    
4.50000    34.38380    12.51660    91.42857    -0.30540    0.56170    91.87469    
5.50000    34.79150    11.39360    91.42857    -0.17160    1.88580    91.87469    
6.50000    34.61460    14.08670    91.42857    -0.34240    2.47760    91.87469    
7.50000    34.86070    11.00660    91.42857    -0.42250    6.30480    91.87469    
8.50000    34.29130    12.09960    91.42857    -0.55490    5.41410    91.87469    
9.50000    34.50460    18.16700    91.42857    -1.14880    7.62900    91.87469    
10.50000    34.91280    15.33070    91.42857    -1.55770    9.49500    91.87469    
11.50000    35.69030    19.79840    91.42857    -2.27830    7.60570    91.87469    
12.50000    37.44880    26.64400    91.42857    -3.14660    13.60920    91.87469    
13.50000    39.45570    22.35740    91.42857    -3.11730    11.72690    91.87469    
14.50000    38.73360    35.93280    91.42857    -2.86500    22.52660    91.87469    
15.50000    39.60310    39.68590    91.42857    -2.31030    23.05270    91.87469    
16.50000    38.11620    45.83470    91.42857    -1.89430    26.59480    91.87469    
17.50000    36.52550    41.55170    91.42857    -2.36670    28.58270    91.87469    
18.50000    35.25010    46.85940    91.42857    -2.20470    36.50020    91.87469    
19.50000    34.27930    33.00860    91.42857    -1.17640    33.06270    91.87469    
20.50000    31.83260    36.41650    91.42857    -1.17760    26.54320    91.87469    
21.50000    32.43160    25.80880    91.42857    -0.82490    23.20730    91.87469    
22.50000    31.29180    28.02150    91.42857    0.51320    22.98180    91.87469    
23.50000    31.62570    16.14360    91.42857    1.09360    15.88850    91.87469    
24.50000    31.58080    12.46330    91.42857    1.32860    6.43020    91.87469    
25.50000    31.64010    7.70300    91.42857    1.44580    6.29160    91.87469    
26.50000    31.40340    16.73640    91.42857    1.39670    4.40320    91.87469    
27.50000    32.03340    8.73960    91.42857    1.44900    3.41400    91.87469    
28.50000    32.23510    10.20150    91.42857    1.02410    2.99720    91.87469    
29.50000    31.25640    21.20050    91.42857    1.24090    2.36610    91.87469    
30.50000    32.58070    5.82320    91.42857    1.25100    1.82640    91.87469    
31.50000    33.12290    4.72600    91.42857    1.05240    1.33340    91.87469    
32.50000    33.29570    4.42490    91.42857    1.12880    1.10500    91.87469    
33.50000    33.45510    2.21570    91.42857    1.23680    0.84220    91.87469    
34.50000    33.66600    2.25420    91.42857    1.16000    1.26370    91.87469    
35.50000    33.06650    15.72910    91.42857    1.02840    0.71020    91.87469    
36.50000    32.95810    5.86020    91.42857    0.94610    0.59490    91.87469    
37.50000    32.92220    4.65140    91.42857    1.02690    0.60210    91.87469    
38.50000    32.61260    3.57560    91.42857    1.06410    0.55140    91.87469    
39.50000    32.11300    8.91930    91.42857    0.94090    0.39200    91.87469    
40.50000    32.12420    6.41920    91.42857    1.03350    0.35350    91.87469    
41.50000    31.85760    6.38890    91.42857    0.94370    0.46090    91.87469    
42.50000    31.63010    2.20070    91.42857    1.08070    0.20340    91.87469    
43.50000    31.09150    5.13610    91.42857    1.07720    0.14650    91.87469    
44.50000    30.83400    3.03420    91.42857    1.04930    0.11110    91.87469    
45.50000    30.20260    6.47190    91.42857    1.13530    0.11840    91.87469    
46.50000    29.92980    2.16330    91.42857    1.26850    0.08310    91.87469    
47.50000    29.36020    5.27340    91.42857    1.40710    0.08470    91.87469    
48.50000    28.70840    3.44730    91.42857    1.47670    0.08110    91.87469    
49.50000    27.82900    2.08360    91.42857    1.35440    0.12450    91.87469    
50.50000    26.26360    5.81800    91.42857    0.06210    2.91350    91.87469    
51.50000    18.36460    25.85820    91.42857    -7.46520    23.42750    91.87469    
52.50000    30.49970    35.80560    91.42857    -3.73110    12.52930    91.87469    
53.50000    33.80560    9.60440    91.42857    -1.32490    0.47380    91.87469    
54.50000    33.99690    12.79060    91.42857    -0.65350    0.47750    91.87469    
55.50000    34.28490    12.54340    91.42857    -0.28770    0.53670    91.87469    
56.50000    34.27510    18.27770    91.42857    -0.28450    0.96690    91.87469    
57.50000    35.19860    5.49320    91.42857    -0.28420    1.56240    91.87469    
58.50000    34.83660    10.16140    91.42857    -0.24970    3.06820    91.87469    
