TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  3
PSU/ARL TR 93-12 FIGURE(S): 14, 15
*****************************************************************************
DATA TITLE:  Inlet Profile
MEASUREMENT TYPE:  linear 5-hole probe survey
MEASUREMENT LOCATION:  2.55 inches upstream of IGV leading edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  volumetric flow coefficient = 1.36
  IGV span = 10.50 inches 
  IGV chord = 6.90 inches
DATA COLUMNS:
  1 --  percent span of measurement (0 is at hub, 100 at outer casing liner)
  2 --  vz, axial velocity (ft/sec)  [uncertainty: 1.1 ft/sec]
  3 --  vt, tangential velocity (ft/sec)  [uncertainty: 1.1 ft/sec] 
  4 --  vr, radial velocity (ft/sec)  [uncertainty: 1.1 ft/sec]
  5 --  cpt, total pressure coefficient, = (Ptot - Pref)/(0.5*rho*vinf^2)
  6 --  cps, static pressure coefficient, = (Psta - Pref)/(0.5*rho*vinf^2)
*****************************************************************************
30.9524,   33.4371,   0.6230,   1.0379,   0.9947,   0.0817,   
28.5714,   33.2055,   0.5962,   0.9704,   0.9952,   0.0923,   
28.5714,   33.2155,   0.6119,   1.0176,   0.9951,   0.0927,   
28.5714,   33.2442,   0.5833,   0.9840,   0.9955,   0.0955,   
26.1905,   33.2960,   0.7101,   0.9866,   0.9954,   0.0941,   
26.1905,   33.2689,   0.7162,   0.9783,   0.9952,   0.0934,   
26.1905,   33.2570,   0.7499,   1.0084,   0.9948,   0.0923,   
23.8095,   33.3124,   0.7787,   0.9832,   0.9952,   0.0877,   
23.8095,   33.3275,   0.7526,   0.9836,   0.9950,   0.0909,   
23.8095,   33.3078,   0.8001,   0.9792,   0.9954,   0.0886,   
21.4286,   33.5875,   0.8541,   0.9661,   0.9954,   0.0781,   
21.4286,   33.4762,   0.8501,   0.9383,   0.9950,   0.0767,   
21.4286,   33.6011,   0.8752,   0.9495,   0.9948,   0.0785,   
19.0476,   33.5313,   0.8796,   0.9722,   0.9948,   0.0788,   
19.0476,   33.5066,   0.9251,   0.9450,   0.9956,   0.0800,   
19.0476,   33.5492,   0.9001,   0.9590,   0.9954,   0.0781,   
16.6667,   33.3840,   0.9137,   0.9339,   0.9954,   0.0867,   
16.6667,   33.4469,   0.8245,   0.9408,   0.9954,   0.0863,   
16.6667,   33.4262,   0.8842,   0.9465,   0.9953,   0.0853,   
14.2857,   33.4768,   0.8658,   0.9086,   0.9962,   0.0829,   
14.2857,   33.4209,   0.8824,   0.9235,   0.9959,   0.0831,   
14.2857,   33.4396,   0.7985,   0.9028,   0.9957,   0.0841,   
11.9048,   33.5555,   0.8450,   0.9176,   0.9958,   0.0779,   
11.9048,   33.4829,   0.8611,   0.9356,   0.9946,   0.0771,   
11.9048,   33.4492,   0.8771,   0.9232,   0.9957,   0.0774,   
10.4762,   33.3431,   0.6905,   0.7375,   0.9902,   0.0825,   
10.4762,   33.5198,   0.8533,   0.8037,   0.9957,   0.0738,   
10.4762,   33.5443,   0.9141,   0.8470,   0.9952,   0.0777,   
9.5238,   33.5672,   0.6155,   0.4532,   0.9961,   0.0801,   
9.5238,   33.5236,   0.7162,   0.6166,   0.9960,   0.0778,   
9.5238,   33.5911,   0.6685,   0.6116,   0.9959,   0.0773,   
8.5714,   33.6267,   0.7134,   0.5834,   0.9959,   0.0746,   
8.5714,   33.5906,   0.8841,   0.6451,   0.9961,   0.0759,   
8.5714,   33.6297,   0.6487,   0.4942,   0.9963,   0.0771,   
7.6190,   33.6766,   0.6454,   0.4186,   0.9965,   0.0746,   
7.6190,   33.6046,   0.6356,   0.4063,   0.9957,   0.0737,   
7.6190,   33.6488,   0.6126,   0.3810,   0.9959,   0.0726,   
5.7143,   33.7999,   0.6247,   0.3249,   0.9966,   0.0651,   
5.7143,   33.7869,   0.6354,   0.3053,   0.9966,   0.0686,   
5.7143,   33.7929,   0.6596,   0.3213,   0.9963,   0.0670,   
4.7619,   33.8237,   0.7360,   0.3248,   0.9961,   0.0637,   
4.7619,   33.9194,   0.6855,   0.2835,   0.9969,   0.0637,   
4.7619,   33.8725,   0.6364,   0.3114,   0.9966,   0.0643,   
3.8095,   33.9044,   0.6515,   0.3062,   0.9964,   0.0583,   
3.8095,   33.9246,   0.6652,   0.2955,   0.9969,   0.0588,   
3.8095,   33.9503,   0.6199,   0.2859,   0.9970,   0.0598,   
2.8571,   33.9747,   0.6931,   0.3058,   0.9964,   0.0541,   
2.8571,   34.0177,   0.6862,   0.3027,   0.9961,   0.0540,   
2.8571,   33.9890,   0.7155,   0.3054,   0.9962,   0.0564,   
