TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  9
PSU/ARL TR 93-12 FIGURE(S):  64
*****************************************************************************
DATA TITLE:  Spanwise variation of total-pressure coefficient 32.2% chord 
             axially downstream of the rotor tip trailing edge with IGV index 
             location of 14.0 degrees
MEASUREMENT TYPE: Kiel total-pressure probe and wall static-pressure tap  
MEASUREMENT LOCATION:  Total pressure variation measured at 32.2% tip chord 
                       axially downstream of rotor tip trailing edge.
                       Static pressure measured on outer casing wall at
                       32.2% chord axially downstream of rotor tip trailing 
                       edge. Inlet guide vanes are oriented at a 14 deg. 
                       index location.
NOMINAL CONDITIONS:  
  vref = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  =  260 rpm
  volumetric flow coefficient = 1.36
  rotor tip speed = 47.6 ft/sec
  rotor balde tip diameter = 1.75 ft
  rotor blade span = 10.50 inches
  rotor tip chord = 10.49 inches
DATA COLUMNS:
  1 --  Location of total pressure measurement in % span (where 0.0 is at hub
        surface and 100.0 is on outer casing liner) 
  2 --  Total pressure coefficient = (Ptot - pref) / (0.5 * rho * vref^2)
        [uncertainty of Cp: 0.005] 
  3 --  Outer casing static pressure coefficient = 
          (Pstatic - pref) / (0.5 * rho * vref^2)   
*****************************************************************************
98.0952     0.8629     0.4328     
98.0952     0.8684     0.4311     
98.0952     0.8655     0.4319     
97.1428     0.9308     0.4328     
97.1428     0.9423     0.4314     
97.1428     0.9430     0.4339     
96.1905     0.9858     0.4323     
96.1905     0.9737     0.4304     
96.1905     0.9836     0.4315     
95.2381     1.0078     0.4308     
95.2381     1.0463     0.4322     
95.2381     1.0475     0.4325     
94.2857     1.1268     0.4328     
94.2857     1.1307     0.4305     
94.2857     1.1207     0.4312     
92.3809     1.2309     0.4314     
92.3809     1.2290     0.4317     
92.3809     1.2331     0.4315     
91.4286     1.2820     0.4303     
91.4286     1.2661     0.4294     
91.4286     1.2699     0.4304     
90.4762     1.2946     0.4318     
90.4762     1.2980     0.4330     
90.4762     1.2928     0.4312     
89.5238     1.3188     0.4301     
89.5238     1.3165     0.4312     
89.5238     1.3136     0.4303     
88.0952     1.3253     0.4299     
88.0952     1.3250     0.4300     
88.0952     1.3235     0.4300     
85.7143     1.3046     0.4322     
85.7143     1.3061     0.4302     
85.7143     1.2992     0.4314     
83.3333     1.2754     0.4304     
83.3333     1.2821     0.4285     
83.3333     1.2750     0.4313     
80.9524     1.3030     0.4313     
80.9524     1.2987     0.4301     
80.9524     1.3037     0.4297     
78.5714     1.3799     0.4302     
78.5714     1.3899     0.4303     
78.5714     1.3813     0.4319     
76.1905     1.4318     0.4304     
76.1905     1.4354     0.4302     
76.1905     1.4330     0.4307     
73.8095     1.4501     0.4297     
73.8095     1.4552     0.4313     
73.8095     1.4571     0.4315     
71.4286     1.4598     0.4306     
71.4286     1.4629     0.4309     
71.4286     1.4622     0.4324     
66.6667     1.4746     0.4314     
66.6667     1.4774     0.4319     
66.6667     1.4743     0.4306     
61.9048     1.4836     0.4308     
61.9048     1.4832     0.4310     
61.9048     1.4846     0.4285     
57.1429     1.4904     0.4312     
57.1429     1.4902     0.4329     
57.1429     1.4919     0.4330     
52.3809     1.4926     0.4300     
52.3809     1.4933     0.4317     
52.3809     1.4923     0.4310     
47.6190     1.4977     0.4318     
47.6190     1.4947     0.4313     
47.6190     1.4978     0.4324     
42.8571     1.5016     0.4307     
42.8571     1.5049     0.4316     
42.8571     1.5040     0.4316     
38.0952     1.5019     0.4318     
38.0952     1.5009     0.4323     
38.0952     1.5031     0.4325     
33.3333     1.4961     0.4304     
33.3333     1.4979     0.4326     
33.3333     1.4977     0.4319     
28.5714     1.4908     0.4325     
28.5714     1.4908     0.4315     
28.5714     1.4911     0.4316     
26.1905     1.4804     0.4331     
26.1905     1.4807     0.4316     
26.1905     1.4779     0.4309     
23.8095     1.4721     0.4303     
23.8095     1.4749     0.4318     
23.8095     1.4752     0.4339     
21.4286     1.4661     0.4319     
21.4286     1.4707     0.4329     
21.4286     1.4687     0.4307     
19.0476     1.4620     0.4305     
19.0476     1.4649     0.4314     
19.0476     1.4646     0.4306     
16.6667     1.4630     0.4341     
16.6667     1.4659     0.4317     
16.6667     1.4610     0.4331     
14.2857     1.4650     0.4342     
14.2857     1.4674     0.4313     
14.2857     1.4628     0.4321     
11.9048     1.4602     0.4323     
11.9048     1.4527     0.4314     
11.9048     1.4586     0.4313     
10.4762     1.4445     0.4324     
10.4762     1.4446     0.4319     
10.4762     1.4457     0.4321     
9.5238     1.4300     0.4336     
9.5238     1.4277     0.4320     
9.5238     1.4326     0.4316     
8.5714     1.4176     0.4329     
8.5714     1.4189     0.4331     
8.5714     1.4183     0.4306     
7.6190     1.3992     0.4343     
7.6190     1.3954     0.4322     
7.6190     1.3981     0.4309     
5.7143     1.3462     0.4330     
5.7143     1.3446     0.4329     
5.7143     1.3434     0.4323     
4.7619     1.3073     0.4338     
4.7619     1.3088     0.4332     
4.7619     1.3048     0.4333     
3.8095     1.2399     0.4329     
3.8095     1.2393     0.4345     
3.8095     1.2353     0.4329     
2.8571     1.1519     0.4341     
2.8571     1.1453     0.4306     
2.8571     1.1450     0.4344     
