############################################################
#
# TA1 External Aerodynamics AC5 Ahmed Body Partner 15 University of Poitiers
#
# Measurements MOVA- project : Ahmed Car Model
# slant - angle = 25 degree
#
# Pressure measurements
#
# Data on the rear part of the model
#
# H. Lienhart/Th. Schenk
# Institute of Fluid Mechanics
# University Erlangen-Nuremberg
#			 
# Origin of coordinate system: x=0: end of the car, y=0: symmetry plane, z=0: ground plane
#
# Kinematic viscosity of air: 15x10-6 m2 s-1
# Bulk velocity: Ub=40 m s-1 
# Height of the body: h=288 mm 
# Reynolds number based on the height of the body: Re=768,000 
#   
############################################################
%AC = 1-05
%Column1Name = x
%Column1Units = mm
%Column1Type = Real
%Column2Name = y
%Column2Units = mm
%Column2Type = Real
%Column3Name = z
%Column3Units = mm
%Column3Type = Real
%Column4Name = Cp
%Column4Units = 1
%Column4Type = Real
%End Of Metadata
-74.07	-120.00	50.00	-0.149
-74.07	-150.00	50.00	-0.150
-74.07	-157.50	50.00	-0.149
-74.07	-165.00	50.00	-0.148
-74.07	-172.50	50.00	-0.148
-74.07	-180.00	50.00	-0.150
-74.07	-187.50	50.00	-0.153
-21.00	0.00	50.00	-0.142
-21.00	-30.00	50.00	-0.141
-21.00	-60.00	50.00	-0.144
-21.00	-90.00	50.00	-0.148
-21.00	-120.00	50.00	-0.152
-21.00	-150.00	50.00	-0.151
-21.00	-157.50	50.00	-0.149
-21.00	-165.00	50.00	-0.148
-21.00	-172.50	50.00	-0.148
-21.00	-180.00	50.00	-0.147
-21.00	-187.50	50.00	-0.148
-14.00	0.00	50.00	-0.141
-14.00	-30.00	50.00	-0.142
-14.00	-60.00	50.00	-0.146
-14.00	-90.00	50.00	-0.150
-14.00	-120.00	50.00	-0.153
-14.00	-150.00	50.00	-0.152
-14.00	-157.50	50.00	-0.152
-14.00	-165.00	50.00	-0.150
-14.00	-172.50	50.00	-0.149
-14.00	-180.00	50.00	-0.153
-14.00	-187.50	50.00	-0.148
-7.00	0.00	50.00	-0.136
-7.00	-30.00	50.00	-0.140
-7.00	-60.00	50.00	-0.144
-7.00	-90.00	50.00	-0.147
-7.00	-120.00	50.00	-0.155
-7.00	-150.00	50.00	-0.154
-7.00	-157.50	50.00	-0.152
-7.00	-165.00	50.00	-0.152
-7.00	-172.50	50.00	-0.150
-7.00	-180.00	50.00	-0.147
-7.00	-187.50	50.00	-0.145
0.00	0.00	232.18	-0.192
0.00	-30.00	232.18	-0.190
0.00	-60.00	232.18	-0.185
0.00	-90.00	232.18	-0.179
0.00	-120.00	232.18	-0.177
0.00	-150.00	232.18	-0.172
0.00	-157.50	232.18	-0.174
0.00	-165.00	232.18	-0.170
0.00	-172.50	232.18	-0.168
0.00	-180.00	232.18	-0.169
0.00	-187.50	232.18	-0.165
0.00	0.00	224.18	-0.190
0.00	-30.00	224.18	-0.189
0.00	-60.00	224.18	-0.185
0.00	-90.00	224.18	-0.181
0.00	-120.00	224.18	-0.178
0.00	-150.00	224.18	-0.175
0.00	-157.50	224.18	-0.175
0.00	-165.00	224.18	-0.173
0.00	-172.50	224.18	-0.171
0.00	-180.00	224.18	-0.169
0.00	-187.50	224.18	-0.170
0.00	0.00	216.18	-0.193
0.00	-30.00	216.18	-0.191
0.00	-60.00	216.18	-0.188
0.00	-90.00	216.18	-0.186
0.00	-120.00	216.18	-0.181
0.00	-150.00	216.18	-0.178
0.00	-157.50	216.18	-0.175
0.00	-165.00	216.18	-0.175
0.00	-172.50	216.18	-0.177
0.00	-180.00	216.18	-0.176
0.00	-187.50	216.18	-0.173
0.00	0.00	188.00	-0.204
0.00	-30.00	188.00	-0.203
0.00	-60.00	188.00	-0.203
0.00	-90.00	188.00	-0.199
0.00	-120.00	188.00	-0.193
0.00	-150.00	188.00	-0.188
0.00	-157.50	188.00	-0.187
0.00	-165.00	188.00	-0.185
0.00	-172.50	188.00	-0.184
0.00	-180.00	188.00	-0.180
0.00	-187.50	188.00	-0.180
0.00	0.00	158.00	-0.221
0.00	-30.00	158.00	-0.217
0.00	-60.00	158.00	-0.213
0.00	-90.00	158.00	-0.204
0.00	-120.00	158.00	-0.196
0.00	-150.00	158.00	-0.187
0.00	-157.50	158.00	-0.188
0.00	-165.00	158.00	-0.185
0.00	-172.50	158.00	-0.183
0.00	-180.00	158.00	-0.181
0.00	-187.50	158.00	-0.176
0.00	0.00	128.00	-0.215
