          0    0.1755878E+01
     0.2704    0.1852660E+01
     0.5408    0.1974923E+01
     0.8112    0.2067865E+01
     1.0816    0.2049205E+01
      1.352    0.1946262E+01
     1.6224    0.1834660E+01
     1.8928    0.1743038E+01
     2.1632    0.1710878E+01
     2.4336    0.1792320E+01
      2.704    0.1930903E+01
     2.9744    0.2051006E+01
     3.2448    0.2086166E+01
     3.5152    0.2052865E+01
     3.7856    0.2020903E+01
      4.056    0.2002602E+01
     4.3264    0.2010282E+01
     4.5968    0.2038942E+01
     4.8672    0.2131884E+01
     5.1376    0.2294109E+01
      5.408    0.2415352E+01
     5.6784    0.2350711E+01
     5.9488    0.2117506E+01
     6.2192    0.1885461E+01
     6.4896    0.1842301E+01
       6.76    0.1967384E+01
     7.0304    0.2113468E+01
     7.3008    0.2151788E+01
     7.5712    0.2117147E+01
     7.8416    0.2087506E+01
      8.112    0.2080185E+01
     8.3824    0.2069205E+01
     8.6528    0.2058224E+01
     8.9232    0.2050903E+01
     9.1936    0.2047243E+01
      9.464    0.2016262E+01
     9.7344    0.1997602E+01
    10.0048    0.2008583E+01
    10.2752    0.2069205E+01
    10.5456    0.2126166E+01
     10.816    0.2121166E+01
    11.0864    0.2067865E+01
    11.3568    0.1987243E+01
    11.6272    0.1915782E+01
    11.8976    0.1891621E+01
     12.168    0.1879621E+01
    12.4384    0.1840141E+01
    12.7088    0.1765519E+01
    12.9792    0.1725378E+01
    13.2496    0.1730878E+01
      13.52    0.1748538E+01
    13.7904    0.1734718E+01
    14.0608    0.1718397E+01
    14.3312    0.1733557E+01
    14.6016    0.1779198E+01
     14.872    0.1801019E+01
    15.1424    0.1767538E+01
    15.4128    0.1730057E+01
    15.6832    0.1713897E+01
    15.9536    0.1702237E+01
     16.224    0.1690077E+01
    16.4944    0.1684077E+01
    16.7648    0.1668916E+01
    17.0352    0.1645096E+01
    17.3056    0.1614115E+01
     17.576    0.1602955E+01
    17.8464    0.1610615E+01
    18.1168    0.1609115E+01
    18.3872    0.1587795E+01
    18.6576    0.1583795E+01
     18.928    0.1583795E+01
    19.1984    0.1593955E+01
    19.4688    0.1585795E+01
    19.7392    0.1576134E+01
    20.0096    0.1566974E+01
      20.28    0.1579134E+01
    20.5504    0.1583634E+01
    20.8208    0.1586134E+01
    21.0912    0.1585134E+01
    21.3616    0.1583134E+01
     21.632    0.1582634E+01
    21.9024    0.1591795E+01
    22.1728    0.1600455E+01
    22.4432    0.1591295E+01
    22.7136    0.1590795E+01
     22.984    0.1588795E+01
    23.2544    0.1584295E+01
    23.5248    0.1572634E+01
    23.7952    0.1574134E+01
    24.0656    0.1577634E+01
     24.336    0.1578634E+01
    24.6064    0.1567474E+01
    24.8768    0.1558314E+01
    25.1472    0.1552654E+01
    25.4176    0.1566314E+01
     25.688    0.1579474E+01
    25.9584    0.1595634E+01
    26.2288    0.1639775E+01
    26.4992    0.1672756E+01
    26.7696    0.1691577E+01
      27.04    0.1689577E+01
    27.3104    0.1694737E+01
    27.5808    0.1679077E+01
    27.8512    0.1651756E+01
    28.1216    0.1636596E+01
     28.392    0.1646256E+01
    28.6624    0.1667077E+01
    28.9328    0.1669077E+01
    29.2032    0.1670577E+01
    29.4736    0.1674077E+01
     29.744    0.1671416E+01
    30.0144    0.1677416E+01
    30.2848    0.1683416E+01
    30.5552    0.1697577E+01
    30.8256    0.1710237E+01
     31.096    0.1720397E+01
    31.3664    0.1728057E+01
    31.6368    0.1733718E+01
    31.9072    0.1718557E+01
    32.1776    0.1682077E+01
     32.448    0.1643096E+01
    32.7184    0.1634096E+01
    32.9888    0.1650416E+01
    33.2592    0.1683897E+01
    33.5296    0.1711718E+01
       33.8    0.1709057E+01
    34.0704    0.1690737E+01
    34.3408    0.1669416E+01
    34.6112    0.1672416E+01
    34.8816    0.1702737E+01
     35.152    0.1748218E+01
    35.4224    0.1764718E+01
    35.6928    0.1751397E+01
    35.9632    0.1717916E+01
    36.2336    0.1719577E+01
     36.504    0.1781198E+01
    36.7744    0.1845320E+01
    37.0448    0.1845980E+01
    37.3152    0.1782179E+01
    37.5856    0.1747859E+01
     37.856    0.1801820E+01
    38.1264    0.1880942E+01
    38.3968    0.1928423E+01
    38.6672    0.1946423E+01
    38.9376    0.1973583E+01
     39.208    0.1997243E+01
    39.4784    0.1967602E+01
    39.7488    0.1932961E+01
    40.0192    0.1968942E+01
    40.2896    0.2075544E+01
      40.56    0.2151166E+01
    40.8304    0.2120185E+01
    41.1008    0.2034564E+01
    41.3712    0.1947602E+01
    41.6416    0.1845980E+01
     41.912    0.1722378E+01
    42.1824    0.1625596E+01
    42.4528    0.1645577E+01
    42.7232    0.1753179E+01
    42.9936    0.1867621E+01
     43.264    0.1919442E+01
    43.5344    0.1935282E+01
    43.8048    0.1962602E+01
    44.0752    0.1971262E+01
    44.3456    0.1886980E+01
     44.616    0.1764057E+01
    44.8864    0.1739237E+01
    45.1568    0.1869660E+01
    45.4272    0.2061884E+01
    45.6976    0.2161166E+01
     45.968    0.2099205E+01
    46.2384    0.1967602E+01
    46.5088    0.1853820E+01
    46.7792    0.1772359E+01
    47.0496    0.1699737E+01
      47.32    0.1661596E+01
    47.5904    0.1664256E+01
    47.8608    0.1658916E+01
    48.1312    0.1631096E+01
    48.4016    0.1652756E+01
     48.672    0.1751378E+01
    48.9424    0.1884141E+01
    49.2128    0.1930282E+01
    49.4832    0.1881141E+01
    49.7536    0.1850660E+01
     50.024    0.1881980E+01
    50.2944    0.1922961E+01
    50.5648    0.1909301E+01
    50.8352    0.1866320E+01
    51.1056    0.1822339E+01
     51.376    0.1757538E+01
    51.6464    0.1666916E+01
    51.9168    0.1594615E+01
    52.1872    0.1590775E+01
    52.4576    0.1623756E+01
     52.728    0.1659577E+01
    52.9984    0.1709057E+01
    53.2688    0.1778359E+01
    53.5392    0.1837500E+01
    53.8096    0.1878320E+01
      54.08    0.1910641E+01
    54.3504    0.1956621E+01
    54.6208    0.2006262E+01
    54.8912    0.2023583E+01
    55.1616    0.2053224E+01
     55.432    0.2108846E+01
    55.7024    0.2114826E+01
    55.9728    0.2050185E+01
    56.2432    0.1973224E+01
    56.5136    0.1984544E+01
     56.784    0.2030185E+01
    57.0544    0.2010205E+01
    57.3248    0.1925262E+01
    57.5952    0.1847980E+01
    57.8656    0.1861141E+01
     58.136    0.1906282E+01
    58.4064    0.1910282E+01
    58.6768    0.1880801E+01
    58.9472    0.1852820E+01
    59.2176    0.1839000E+01
     59.488    0.1812519E+01
    59.7584    0.1755718E+01
    60.0288    0.1679756E+01
    60.2992    0.1604295E+01
    60.5696    0.1563314E+01
      60.84    0.1547654E+01
    61.1104    0.1542154E+01
    61.3808    0.1528993E+01
    61.6512    0.1518333E+01
    61.9216    0.1525993E+01
     62.192    0.1521493E+01
    62.4624    0.1504333E+01
    62.7328    0.1480513E+01
    63.0032    0.1479013E+01
    63.2736    0.1479013E+01
     63.544    0.1467352E+01
    63.8144    0.1447532E+01
    64.0848    0.1433711E+01
    64.3552    0.1465032E+01
    64.6256    0.1539493E+01
     64.896    0.1624615E+01
    65.1664    0.1689416E+01
    65.4368    0.1726397E+01
    65.7072    0.1733057E+01
    65.9776    0.1715397E+01
     66.248    0.1696737E+01
    66.5184    0.1676077E+01
    66.7888    0.1634596E+01
    67.0592    0.1584455E+01
    67.3296    0.1549974E+01
       67.6    0.1540814E+01
    67.8704    0.1533654E+01
    68.1408    0.1533654E+01
    68.4112    0.1535154E+01
    68.6816    0.1540654E+01
     68.952    0.1539493E+01
    69.2224    0.1547493E+01
    69.4928    0.1572814E+01
    69.7632    0.1596634E+01
    70.0336    0.1617455E+01
     70.304    0.1636775E+01
    70.5744    0.1658096E+01
    70.8448    0.1690577E+01
    71.1152    0.1722557E+01
    71.3856    0.1729218E+01
     71.656    0.1701897E+01
    71.9264    0.1657256E+01
    72.1968    0.1644596E+01
    72.4672    0.1654756E+01
    72.7376    0.1703557E+01
     73.008    0.1747698E+01
